Transaction_ID,Date,Customer_ID,Customer_Age,Customer_Gender,Product_Category,Quantity,Unit_Price,Total_Amount,Payment_Method,Customer_Rating
TX10887,2025-09-28,CUST1487,18,Female,Home & Kitchen,4,11.51,46.04,PayPal,4
TX10022,2026-01-08,CUST1459,69,Female,Clothing,3,209.66,628.98,E-Wallet,5
TX11125,2026-03-04,CUST1796,46,Male,Electronics,4,490.98,1963.92,Debit Card,3
TX10861,2026-01-23,CUST1370,50,Male,Clothing,6,287.47,1724.82,Cash,3
TX10382,2025-06-02,CUST1525,28,Female,Home & Kitchen,4,24.67,98.68,PayPal,3
TX10894,2025-12-11,CUST1607,54,Male,Clothing,10,394.2,3942.0,PayPal,4
TX10709,2025-09-30,CUST1111,27,Male,Unknown,6,383.92,2303.52,Cash,3
TX10935,2026-02-26,CUST1462,48,Female,Electronics,10,81.84,818.4,Debit Card,3
TX10241,2025-08-30,CUST1515,46,Female,Clothing,3,55.81,167.43,Cash,5
TX10780,2025-06-27,CUST1226,49,Unknown,Books,3,290.73,872.19,E-Wallet,1
TX10073,2025-05-22,CUST1968,34,Male,Electronics,9,318.87,2869.83,Credit Card,3
TX10126,2026-03-25,CUST1629,20,Unknown,Home & Kitchen,1,116.15,116.15,PayPal,4
TX10177,2025-01-17,CUST1044,51,Male,Books,9,406.28,3656.52,Debit Card,4
TX10837,2025-11-11,CUST_UNKNOWN,41,Male,Books,2,417.0,834.0,Cash,3
TX10701,2025-05-04,CUST1802,46,Unknown,Home & Kitchen,6,385.58,2313.48,Credit Card,2
TX10277,2025-02-04,CUST1930,20,Male,Home & Kitchen,6,163.71,982.26,Debit Card,4
TX11088,2025-11-01,CUST1887,46,Female,Electronics,4,462.67,1850.68,E-Wallet,1
TX10775,2025-08-17,CUST1674,51,Male,Home & Kitchen,7,423.22,2962.54,Credit Card,2
TX11100,2025-05-06,CUST1533,35,Unknown,Clothing,14,263.02,3682.28,PayPal,3
TX11113,2025-07-25,CUST_UNKNOWN,34,Female,Books,6,297.93,1787.58,Cash,1
TX10170,2025-04-30,CUST1469,54,Male,Books,6,426.38,2558.28,Credit Card,1
TX10314,2026-01-22,CUST_UNKNOWN,59,Male,Home & Kitchen,8,450.51,3604.08,Cash,5
TX10726,2025-03-13,CUST1987,55,Male,Electronics,7,417.94,2925.58,E-Wallet,2
TX10729,2025-04-30,CUST1031,22,Unknown,Books,6,378.64,2271.84,Unknown,1
TX10427,2025-10-23,CUST1062,42,Male,Home & Kitchen,8,337.18,2697.44,PayPal,3
TX10600,2025-05-02,CUST1490,46,Female,Electronics,4,304.19,1216.76,Cash,4
TX11006,2026-03-25,CUST1867,40,Male,Electronics,7,200.75,1405.25,PayPal,4
TX10092,2025-12-05,CUST_UNKNOWN,40,Male,Home & Kitchen,2,745.3,1490.6,Unknown,2
TX11072,2025-07-31,CUST1436,48,Male,Home & Kitchen,3,745.3,2235.9,Cash,2
TX10796,2025-05-21,CUST_UNKNOWN,18,Female,Home & Kitchen,10,49.79,497.9,Credit Card,4
TX10719,2025-10-13,CUST_UNKNOWN,26,Male,Electronics,2,309.83,619.66,E-Wallet,3
TX10089,2025-11-17,CUST1502,32,Female,Home & Kitchen,4,413.43,1653.72,PayPal,1
TX10280,2025-08-30,CUST1729,59,Male,Clothing,8,473.22,3785.76,PayPal,3
TX10508,2025-01-25,CUST1931,27,Female,Electronics,6,37.43,224.58,PayPal,5
TX10010,2025-11-26,CUST1454,41,Female,Home & Kitchen,6,49.25,295.5,Debit Card,5
TX10912,2026-02-07,CUST1075,70,Male,Home & Kitchen,4,45.85,183.4,E-Wallet,2
TX10046,2025-08-30,CUST1920,32,Female,Home & Kitchen,14,36.62,512.68,PayPal,3
TX10013,2025-07-29,CUST1082,39,Female,Home & Kitchen,5,96.82,484.1,PayPal,2
TX11064,2025-06-03,CUST1329,48,Female,Home & Kitchen,8,105.99,847.92,Cash,2
TX11110,2025-04-05,CUST1622,48,Unknown,Electronics,7,227.22,1590.54,PayPal,1
TX10221,2025-05-04,CUST1151,28,Female,Clothing,7,80.39,562.73,PayPal,3
TX10879,2025-06-03,CUST1067,44,Female,Electronics,6,118.05,708.3,Cash,3
TX10526,2026-02-17,CUST1129,20,Female,Electronics,5,18.24,91.2,E-Wallet,2
TX11045,2025-01-30,CUST1281,55,Male,Books,7,226.92,1588.44,Cash,5
TX10967,2025-08-02,CUST1639,46,Female,Books,6,89.53,537.18,Credit Card,2
TX10276,2025-07-18,CUST1648,54,Male,Home & Kitchen,2,230.02,460.04,PayPal,1
TX10256,2025-05-11,CUST1599,46,Female,Electronics,7,207.58,1453.06,E-Wallet,3
TX10139,2025-06-19,CUST1561,29,Unknown,Books,1,338.98,338.98,Debit Card,5
TX10206,2025-08-19,CUST1729,43,Male,Home & Kitchen,6,178.83,1072.98,Credit Card,3
TX10872,2025-02-17,CUST_UNKNOWN,46,Female,Electronics,6,55.11,330.66,Debit Card,3
TX10239,2025-01-27,CUST1390,64,Unknown,Home & Kitchen,4,365.24,1460.96,Cash,3
TX10615,2025-07-13,CUST1611,70,Male,Clothing,1,462.19,462.19,Cash,3
TX10959,2026-03-24,CUST1543,23,Male,Home & Kitchen,3,491.17,1473.51,Debit Card,1
TX10742,2025-04-07,CUST1301,56,Unknown,Unknown,8,466.92,3735.36,Unknown,5
TX10157,2025-09-03,CUST1464,46,Unknown,Electronics,1,391.09,391.09,Credit Card,4
TX10084,2026-03-22,CUST1517,32,Male,Home & Kitchen,4,468.92,1875.68,Cash,5
TX10712,2025-06-05,CUST1619,56,Male,Books,5,138.77,693.85,Cash,3
TX10328,2025-04-19,CUST1440,46,Male,Unknown,7,756.22,5293.54,Debit Card,5
TX10072,2026-01-15,CUST1101,29,Unknown,Electronics,7,53.7,375.9,PayPal,1
TX10659,2026-01-18,CUST1812,50,Male,Electronics,9,466.38,4197.42,E-Wallet,3
