Transaction_ID,Date,Customer_ID,Customer_Age,Customer_Gender,Product_Category,Quantity,Unit_Price,Total_Amount,Payment_Method,Customer_Rating
TX10035,24/07/2025,CUST1513,55.0,MALE,books,3.0,103.31,309.93,credit card,4.0
TX10296,01-25-2026,CUST1935,46.0,M,BOOKS,2.0,-45.58,-91.16,PayPal,12.0
TX11038,2025-09-21,CUST1279,55.0,male,Home & Kitchen,1.0,274.13,,Credit Card,
TX10164,13/06/2025,CUST1850,137.0,Unknown,home,7.0,,,CASH,3.0
TX10607,2025-08-27,CUST1168,120.0,Male,books,8.0,306.39,2451.12,Debit Card,3.0
TX10750,"May 17, 2025",CUST1263,21.0,Male,Home & Kitchen,2.0,494.32,988.64,Credit Card,4.0
TX10534,07/05/2025,CUST1935,45.0,Unknown,Books,5.0,339.37,1696.85,paypal,1.0
TX10212,N/A,CUST1844,48.0,Female,Clothing,9.0,256.97,1540.76,CASH,3.0
TX10054,"May 29, 2025",CUST1966,142.0,male,Books,10.0,153.15,1531.5,Credit Card,1.0
TX10286,"March 19, 2026",CUST1493,29.0,Female,Apparel,9.0,277.43,2496.87,CASH,-2.0
TX10784,08/05/2025,CUST1990,26.0,Male,ELEC,8.0,337.39,2699.12,CASH,5.0
TX11147,02-21-2026,CUST1825,60.0,MALE,BOOKS,1.0,150.72,150.72,Cash,3.0
TX11124,10-23-2025,CUST1302,38.0,M,Books,7.0,386.31,2704.17,,3.0
TX10540,08/04/2025,CUST1764,42.0,Male,clothing,1.0,413.93,413.93,PayPal,5.0
TX11130,"September 13, 2025",CUST1891,56.0,male,KITCHEN,9.0,314.61,2831.49,PayPal,
TX10684,09-13-2025,CUST1346,66.0,MALE,CLOTHES,8.0,195.93,1567.44,credit card,19.0
TX10591,2025-09-12,CUST1823,43.0,MALE,Electronics & Accessories,2.0,223.0,446.0,CASH,1.0
TX10602,"February 16, 2025",CUST1117,157.0,male,Home,5.0,303.61,1518.05,PayPal,1.0
TX10049,"September 16, 2025",CUST1479,26.0,M,,10.0,138.03,1380.3,PayPal,3.0
TX10015,04/05/2025,CUST1986,56.0,Female,Electronics & Accessories,2.0,179.22,358.44,PayPal,3.0
TX10916,10-26-2025,CUST1077,65.0,male,Electronics,6.0,187.12,1122.72,credit card,
TX11041,2025-01-25,CUST1144,62.0,Female,home,6.0,269.72,1618.32,,3.0
TX10300,"May 25, 2025",CUST1772,38.0,Male,CLOTHES,4.0,285.87,1143.48,paypal,3.0
TX10545,"November 02, 2025",CUST1989,53.0,,electronics,4.0,83.14,332.56,credit card,2.0
TX10762,2025-05-27,,30.0,M,ELEC,6.0,121.64,729.84,paypal,1.0
TX10420,2026-03-10,CUST1880,63.0,MALE,electronics,2.0,334.05,668.1,PayPal,4.0
TX10584,09/08/2025,CUST1692,40.0,MALE,Reading Material,8.0,412.57,3300.56,CASH,3.0
TX10015,05-16-2025,CUST1741,136.0,female,Home,5.0,193.91,969.55,paypal,
TX11061,"January 27, 2026",CUST1690,-5.0,FEMALE,home,,,,PayPal,1.0
TX10263,2025-07-07,CUST1406,-13.0,Female,,8.0,35.99,287.92,E-Wallet,
TX10800,,CUST1990,62.0,Male,home,10.0,210.99,2109.9,CASH,3.0
TX10397,19/10/2025,CUST1866,63.0,Male,CLOTHES,1.0,283.55,283.55,E-Wallet,2.0
TX10823,07-05-2025,CUST1823,40.0,F,Books,3.0,395.4,1186.2,Credit Card,4.0
TX10830,"February 07, 2025",CUST1570,55.0,F,Clothing,1.0,315.96,315.96,PayPal,4.0
TX10915,"September 16, 2025",CUST1374,60.0,M,Electronics & Accessories,6.0,469.91,2819.46,paypal,3.0
TX11065,01-27-2026,CUST1092,,FEMALE,Electronics & Accessories,5.0,100.54,502.7,Credit Card,5.0
TX10189,2026-02-27,CUST1809,52.0,Unknown,Clothing,3.0,141.23,423.69,CASH,1.0
TX10294,2025-03-07,CUST1404,45.0,male,,5.0,69.98,306.86,E-Wallet,1.0
TX10325,07-21-2025,CUST1014,51.0,M,Reading Material,8.0,419.1,3352.8,Cash,16.0
TX10998,02-11-2026,CUST1270,42.0,Male,electronics,3.0,282.34,847.02,E-Wallet,5.0
TX10886,10-13-2025,CUST1549,60.0,M,Clothing,3.0,12.44,37.32,,3.0
TX10647,22/01/2026,CUST1126,35.0,MALE,ELEC,5.0,,,E-Wallet,11.0
TX10439,"April 12, 2025",CUST1465,28.0,MALE,ELEC,5.0,96.95,484.75,PayPal,5.0
TX10763,2025-09-14,CUST1377,-5.0,,Apparel,1.0,-27.57,-27.57,Debit Card,4.0
TX10617,2025-01-24,CUST1688,21.0,F,Clothing,10.0,262.68,2029.5,,2.0
TX11037,03-12-2025,CUST1766,36.0,FEMALE,clothing,10.0,,,PayPal,1.0
TX10072,"February 16, 2026",CUST1688,52.0,Male,Home,,41.44,,paypal,2.0
TX10458,"September 23, 2025",CUST1268,70.0,FEMALE,Clothing,9.0,85.88,772.92,credit card,2.0
TX10192,18/03/2025,CUST1598,57.0,MALE,KITCHEN,10.0,351.36,3513.6,Debit Card,2.0
TX11012,06-17-2025,CUST1390,65.0,Unknown,books,0.0,154.62,0.0,Cash,
TX10021,"March 25, 2025",CUST1842,32.0,Male,Books,-4.0,290.0,-1160.0,Cash,5.0
TX10202,11-12-2025,CUST1653,53.0,MALE,ELEC,9.0,,,CASH,3.0
TX10979,10-31-2025,CUST1962,50.0,MALE,Reading Material,6.0,87.71,526.26,E-Wallet,5.0
TX10834,"September 17, 2025",CUST1380,69.0,Male,Electronics,8.0,215.7,1725.6,Credit Card,
TX10034,12-29-2025,CUST1110,,FEMALE,home,9.0,,,paypal,3.0
TX10055,2025-09-01,CUST1691,42.0,Unknown,ELEC,8.0,268.88,2151.04,Cash,
TX10261,07-08-2025,CUST1239,68.0,FEMALE,BOOKS,1.0,161.7,161.7,CASH,
TX10187,2025-12-11,CUST1482,-10.0,Female,home,2.0,50.26,100.52,Debit Card,5.0
TX11031,08-02-2025,CUST1025,126.0,female,Home & Kitchen,5.0,412.8,2064.0,Credit Card,2.0
TX10814,2026-02-12,CUST1634,34.0,FEMALE,KITCHEN,3.0,491.28,,E-Wallet,1.0
TX10892,"November 02, 2025",CUST1905,67.0,,clothing,2.0,183.79,367.58,CASH,2.0
TX10185,16/05/2025,CUST1965,46.0,F,BOOKS,6.0,381.25,2287.5,paypal,1.0
TX10716,2026-01-05,CUST1574,58.0,MALE,Reading Material,10.0,30.74,248.78,Credit Card,3.0
TX10107,"October 26, 2025",CUST1335,59.0,F,BOOKS,0.0,122.25,0.0,Credit Card,4.0
TX11023,"March 29, 2025",CUST1937,55.0,female,Clothing,0.0,176.57,,PayPal,
TX10179,,CUST1624,56.0,MALE,Reading Material,9.0,153.98,1385.82,Cash,5.0
TX11108,2025-01-17,CUST1226,64.0,male,,4.0,-8.99,-35.96,Cash,1.0
TX10021,2025-04-08,CUST1663,157.0,FEMALE,Books,1.0,51.46,51.46,paypal,4.0
TX10235,08-14-2025,CUST1064,61.0,female,Clothing,2.0,211.48,422.96,CASH,3.0
TX10195,03/08/2025,CUST1650,29.0,M,Home,-1.0,152.39,-152.39,PayPal,18.0
TX10571,31/07/2025,CUST1843,25.0,male,books,9.0,409.21,3682.89,Credit Card,19.0
TX10678,"July 30, 2025",CUST1475,45.0,Female,Home & Kitchen,-1.0,459.85,-459.85,Credit Card,5.0
TX10702,2026-03-23,CUST1931,34.0,M,electronics,1.0,368.08,368.08,PayPal,2.0
TX10700,28/12/2025,CUST1717,55.0,M,electronics,9.0,282.48,2542.32,credit card,-5.0
TX10269,2029-12-31,CUST1309,18.0,Female,Apparel,5.0,97.44,487.2,CASH,
TX10385,10-15-2025,CUST1664,63.0,MALE,Electronics,3.0,39839.28,119517.84,,1.0
TX10631,"December 06, 2025",CUST1418,,F,Electronics & Accessories,4.0,51910.98,207643.92,CASH,3.0
TX10289,"September 27, 2025",CUST1119,,Male,clothing,8.0,40.15,321.2,paypal,1.0
TX10807,10/06/2025,CUST1143,67.0,male,ELEC,10.0,28.4,284.0,paypal,2.0
TX10348,08-24-2025,CUST1046,,M,BOOKS,5.0,38.19,149.77,E-Wallet,5.0
TX10524,10-07-2025,CUST1968,37.0,Unknown,KITCHEN,4.0,127.02,508.08,CASH,1.0
TX10100,12-13-2025,CUST1038,54.0,,BOOKS,2.0,112.38,224.76,E-Wallet,-3.0
TX10346,2029-12-31,CUST1311,22.0,FEMALE,clothing,0.0,183.98,0.0,Cash,5.0
TX10820,09/04/2025,CUST1504,38.0,F,Books,5.0,136.28,681.4,paypal,4.0
TX10562,05-23-2025,,29.0,F,CLOTHES,4.0,357.35,1429.4,E-Wallet,2.0
TX10865,04-26-2025,CUST1099,68.0,female,ELEC,10.0,118.72,1617.8,CASH,2.0
TX10858,01-30-2026,CUST1240,44.0,Male,Reading Material,2.0,60.07,120.14,CASH,5.0
TX10423,27/12/2025,CUST1908,43.0,Unknown,Reading Material,1.0,303.93,303.93,credit card,5.0
TX10018,"December 20, 2025",CUST1550,32.0,M,BOOKS,2.0,363.41,726.82,paypal,4.0
TX10299,"June 12, 2025",CUST1138,,Unknown,,2.0,276.75,553.5,credit card,3.0
TX10058,06-28-2025,CUST1397,41.0,Female,Reading Material,8.0,107.32,858.56,Credit Card,5.0
TX10298,,CUST1464,66.0,MALE,CLOTHES,9.0,319.13,2872.17,Debit Card,1.0
TX10603,"October 21, 2025",CUST1379,48.0,Female,electronics,10.0,116.22,1598.24,Debit Card,2.0
TX10067,07-22-2025,CUST1686,-2.0,Female,Books,10.0,,,credit card,5.0
TX10982,31/01/2026,CUST1972,,Male,KITCHEN,7.0,442.37,,,2.0
TX10056,2025-05-29,CUST1760,60.0,M,Reading Material,2.0,364.45,728.9,Cash,5.0
TX10654,2025-05-28,CUST1713,33.0,F,CLOTHES,8.0,-8.68,-35.09,,4.0
TX10057,"June 27, 2025",CUST1968,57.0,M,books,4.0,257.39,1029.56,CASH,2.0
TX10063,12-02-2025,CUST1553,,MALE,clothing,10.0,170.45,1704.5,,4.0
TX10805,"January 18, 2026",CUST1429,161.0,MALE,ELEC,1.0,236.24,236.24,Cash,1.0
TX10483,,CUST1601,68.0,Female,ELEC,7.0,209.53,1660.03,CASH,3.0
TX10032,02-28-2026,CUST1760,169.0,female,BOOKS,8.0,433.37,3466.96,,3.0
TX11127,10-15-2025,CUST1744,64.0,M,CLOTHES,6.0,15.23,91.38,PayPal,-3.0
TX10246,2025-03-12,,51.0,F,Home & Kitchen,9.0,411.97,3707.73,E-Wallet,3.0
TX10387,12/11/2025,CUST1906,41.0,FEMALE,electronics,5.0,12645.81,63229.05,CASH,1.0
TX10332,2025-05-05,,50.0,Male,books,9.0,391.53,3523.77,PayPal,3.0
TX10840,09/12/2025,CUST1670,20.0,MALE,home,5.0,72.67,363.35,CASH,1.0
TX10121,23/11/2025,CUST1101,59.0,Unknown,KITCHEN,9.0,462.92,4166.28,E-Wallet,5.0
TX10081,2025-01-27,CUST1853,50.0,male,Reading Material,8.0,,,Credit Card,19.0
TX10011,07-31-2025,CUST1501,24.0,FEMALE,clothing,3.0,354.39,1011.18,E-Wallet,3.0
TX10442,"January 03, 2026",CUST1630,67.0,F,books,6.0,148.99,893.94,credit card,2.0
TX11117,21/02/2025,CUST1417,18.0,Unknown,Books,9.0,20772.97,186956.73,Debit Card,5.0
TX10658,03/01/2025,CUST1961,31.0,F,CLOTHES,3.0,213.6,640.8,Debit Card,4.0
TX10231,"July 28, 2025",CUST1974,67.0,FEMALE,Clothing,7.0,314.32,2200.24,E-Wallet,
TX10662,02/09/2025,CUST1286,61.0,FEMALE,Home,2.0,190.27,380.54,paypal,4.0
TX10008,01-23-2026,CUST1033,24.0,Unknown,,0.0,75.62,0.0,Credit Card,2.0
TX10842,06-14-2025,CUST1706,62.0,female,Clothing,9.0,162.5,1462.5,E-Wallet,3.0
TX10067,2025-11-27,CUST1379,65.0,MALE,Home,4.0,70.36,281.44,CASH,1.0
TX11132,2026-01-29,CUST1222,59.0,Male,books,4.0,388.22,1552.88,Cash,3.0
TX10704,30/11/2025,CUST1454,22.0,Unknown,Electronics,9.0,274.22,2467.98,Credit Card,4.0
TX10581,2025-10-01,CUST1455,27.0,Female,Clothing,9.0,204.53,1840.77,PayPal,2.0
TX10536,"March 31, 2025",CUST1973,63.0,FEMALE,Electronics & Accessories,5.0,420.65,2103.25,PayPal,5.0
TX10401,05/03/2026,,23.0,M,,0.0,380.7,0.0,Debit Card,5.0
TX10522,"January 19, 2025",CUST1875,29.0,FEMALE,CLOTHES,3.0,93.59,280.77,E-Wallet,1.0
TX10860,2029-12-31,CUST1371,53.0,M,clothing,4.0,471.38,1885.52,Credit Card,2.0
TX10512,04-06-2025,CUST1101,70.0,Male,CLOTHES,3.0,257.87,773.61,Cash,5.0
TX10491,2026-03-25,CUST1702,34.0,Unknown,CLOTHES,,231.13,,Cash,4.0
TX10148,01-05-2025,CUST1376,46.0,FEMALE,Electronics,6.0,214.95,1289.7,paypal,5.0
TX10525,2025-10-18,CUST1557,45.0,Unknown,KITCHEN,-2.0,467.55,-935.1,Debit Card,5.0
TX10356,06-21-2025,CUST1923,42.0,female,,7.0,430.07,3010.49,E-Wallet,3.0
TX10371,"August 21, 2025",CUST1660,,Male,Electronics & Accessories,5.0,264.64,1376.87,CASH,4.0
TX10457,"March 10, 2025",CUST1367,64.0,Unknown,BOOKS,5.0,376.1,1880.5,credit card,4.0
TX10595,2029-12-31,CUST1062,66.0,M,KITCHEN,5.0,318.93,1594.65,CASH,2.0
TX10363,2026-02-19,CUST1407,20.0,MALE,books,5.0,175.37,876.85,E-Wallet,1.0
TX10087,19/06/2025,CUST1282,22.0,Unknown,Home,6.0,203.79,1194.46,,2.0
TX10641,"January 10, 2026",CUST1194,,MALE,clothing,6.0,397.46,2384.76,Debit Card,
TX10706,11-28-2025,CUST1991,68.0,FEMALE,KITCHEN,7.0,,,credit card,-4.0
TX10017,03/01/2026,CUST1125,,male,clothing,7.0,,,Debit Card,5.0
TX10034,01-08-2025,CUST1971,66.0,Unknown,Books,7.0,18.8,,Credit Card,1.0
TX10827,02-09-2026,CUST1868,168.0,M,books,7.0,104.54,731.78,Debit Card,4.0
TX10153,18/10/2025,CUST1843,60.0,Unknown,Electronics & Accessories,3.0,56822.57,170467.71,credit card,3.0
TX10028,"March 31, 2025",CUST1465,28.0,Female,Electronics & Accessories,-3.0,201.39,-604.17,Debit Card,
TX10404,"February 28, 2026",CUST1093,26.0,male,Electronics,4.0,,,Debit Card,4.0
TX10657,09-21-2025,CUST1678,68.0,M,books,5.0,23.36,116.8,Cash,
TX11034,"February 14, 2025",CUST1217,52.0,,Electronics & Accessories,6.0,233.26,1957.78,PayPal,3.0
TX10482,2025-12-09,CUST1657,58.0,Unknown,electronics,7.0,375.13,2625.91,PayPal,5.0
TX10996,05/04/2025,CUST1654,61.0,F,books,6.0,96.0,576.0,E-Wallet,-2.0
TX11026,09-02-2025,,68.0,male,BOOKS,4.0,449.77,1799.08,Credit Card,4.0
TX10920,2025-05-08,CUST1994,59.0,Unknown,Electronics & Accessories,10.0,410.52,4105.2,paypal,4.0
TX10510,"May 14, 2025",CUST1021,18.0,Male,Reading Material,5.0,99.87,499.35,Debit Card,3.0
TX10976,"May 01, 2025",,53.0,male,KITCHEN,4.0,247.84,991.36,paypal,4.0
TX10587,N/A,CUST1805,20.0,female,BOOKS,8.0,217.99,1743.92,PayPal,2.0
TX10910,06-18-2025,CUST1341,,Female,Books,-1.0,452.18,-452.18,PayPal,2.0
TX10214,2025-10-26,CUST1249,53.0,Male,,1.0,492.12,492.12,credit card,3.0
TX10778,05-14-2025,CUST1128,159.0,F,Apparel,7.0,152.3,1066.1,PayPal,3.0
TX10943,21/12/2025,CUST1805,65.0,Unknown,Home & Kitchen,8.0,-44.79,-358.32,paypal,
TX10331,2025-02-01,CUST1578,40.0,F,Home & Kitchen,10.0,281.72,2817.2,Credit Card,3.0
TX10898,08-27-2025,CUST1210,59.0,male,books,,492.72,,Cash,2.0
TX10479,"March 23, 2025",CUST1070,27.0,M,Electronics,6.0,177.88,1067.28,CASH,2.0
TX10057,12-18-2025,CUST1849,,Unknown,books,6.0,432.79,2596.74,CASH,
TX10714,2025-12-20,CUST1783,34.0,Female,,5.0,370.96,1854.8,credit card,-4.0
TX10666,11-24-2025,CUST1567,29.0,F,,3.0,209.65,628.95,E-Wallet,4.0
TX10717,08/07/2025,CUST1212,54.0,female,Home,2.0,326.12,537.23,Cash,5.0
TX10874,23/04/2025,CUST1600,66.0,M,books,7.0,70.83,495.81,Debit Card,4.0
TX10400,02/09/2025,CUST1221,190.0,FEMALE,Books,3.0,191.58,574.74,paypal,4.0
TX10937,08-21-2025,CUST1832,53.0,Male,Books,10.0,18.85,188.5,paypal,2.0
TX10843,,CUST1890,60.0,M,books,2.0,258.63,517.26,PayPal,2.0
TX10938,23/01/2026,CUST1238,24.0,MALE,Books,6.0,62275.35,,Debit Card,1.0
TX10410,26/01/2026,CUST1336,55.0,Unknown,clothing,5.0,151.78,758.9,credit card,5.0
TX10461,2025-12-15,CUST1792,39.0,Unknown,Home,5.0,468.13,2340.65,credit card,-4.0
TX11096,"September 27, 2025",CUST1151,60.0,FEMALE,books,3.0,232.02,534.66,Credit Card,-3.0
TX10386,09-28-2025,CUST1807,24.0,MALE,Clothing,2.0,405.59,811.18,CASH,5.0
TX10618,2025-02-09,CUST1922,22.0,MALE,Books,6.0,,,paypal,4.0
TX10434,01/02/2025,CUST1610,38.0,MALE,Home & Kitchen,-3.0,471.87,-1415.61,credit card,2.0
TX10883,21/10/2025,CUST1002,39.0,FEMALE,clothing,0.0,316.0,0.0,Credit Card,1.0
TX10112,03-26-2025,CUST1283,37.0,M,CLOTHES,4.0,436.09,1744.36,paypal,2.0
TX10653,"March 14, 2026",CUST1879,27.0,MALE,Electronics,8.0,416.84,3334.72,Debit Card,1.0
TX10605,01/03/2025,CUST1148,41.0,M,Clothing,6.0,382.15,2292.9,credit card,11.0
TX11009,"January 03, 2026",CUST1133,,Unknown,,5.0,341.2,1706.0,PayPal,5.0
TX10068,"February 16, 2025",CUST1553,38.0,Female,ELEC,1.0,428.56,428.56,Credit Card,1.0
TX10845,2026-02-19,CUST1256,32.0,MALE,Electronics,7.0,265.88,1861.16,Credit Card,3.0
TX10220,N/A,CUST1817,59.0,M,Clothing,8.0,393.93,3151.44,Debit Card,2.0
TX10851,"September 20, 2025",CUST1178,41.0,female,KITCHEN,9.0,322.02,2898.18,paypal,1.0
TX10863,,CUST1112,64.0,Female,Apparel,9.0,82.0,738.0,,1.0
TX10160,"October 14, 2025",CUST1676,48.0,FEMALE,Apparel,10.0,154.26,1542.6,PayPal,
TX10347,12-11-2025,CUST1887,,female,Books,1.0,,,,2.0
TX11062,2026-01-06,CUST1026,49.0,Male,electronics,-3.0,398.23,-1194.69,Credit Card,2.0
TX11092,07-22-2025,CUST1134,29.0,Female,Clothing,8.0,,,credit card,
TX10544,2026-02-23,CUST1015,23.0,female,Electronics & Accessories,6.0,63.09,378.54,CASH,1.0
TX10945,17/01/2026,CUST1366,70.0,MALE,Electronics & Accessories,2.0,405.47,810.94,Debit Card,1.0
TX10048,2025-10-24,CUST1808,52.0,,home,9.0,392.46,3532.14,CASH,
TX10272,"January 24, 2025",CUST1807,64.0,FEMALE,clothing,9.0,220.64,1985.76,paypal,4.0
TX10531,2025-06-26,CUST1243,22.0,,Reading Material,9.0,480.71,4326.39,Cash,2.0
TX10529,2025-10-05,CUST1602,19.0,male,CLOTHES,2.0,314.89,629.78,Credit Card,3.0
TX10738,"February 05, 2025",CUST1331,58.0,MALE,Reading Material,8.0,283.38,2267.04,Credit Card,3.0
TX11002,01-17-2025,CUST1016,55.0,,books,4.0,323.72,1294.88,Cash,1.0
TX10168,29/07/2025,CUST1178,67.0,Female,ELEC,7.0,214.67,1502.69,Debit Card,3.0
TX10917,29/01/2026,CUST1271,20.0,FEMALE,books,8.0,324.55,2596.4,E-Wallet,
TX10614,"January 28, 2026",CUST1053,52.0,male,Home,3.0,115.79,347.37,credit card,4.0
TX11120,"July 11, 2025",CUST1129,52.0,female,BOOKS,2.0,497.4,994.8,Credit Card,5.0
TX10502,"August 18, 2025",CUST1759,67.0,MALE,clothing,10.0,307.3,3073.0,credit card,2.0
TX11036,2025-07-12,CUST1431,43.0,M,clothing,9.0,334.65,4035.48,CASH,3.0
TX10835,,CUST1538,67.0,Unknown,electronics,7.0,328.59,2300.13,Debit Card,3.0
TX10715,12-01-2025,CUST1116,36.0,MALE,Home,7.0,264.9,1854.3,CASH,2.0
TX10816,02/03/2025,CUST1763,50.0,M,Reading Material,1.0,284.97,,Credit Card,2.0
TX10376,"October 03, 2025",CUST1065,43.0,female,Electronics,7.0,411.2,2878.4,Debit Card,4.0
TX10887,28/09/2025,CUST1487,18.0,FEMALE,Home & Kitchen,4.0,11.51,46.04,PayPal,4.0
TX10022,08/01/2026,CUST1459,69.0,FEMALE,CLOTHES,3.0,209.66,617.95,E-Wallet,5.0
TX11125,2026-03-04,CUST1796,-5.0,Male,Electronics,4.0,490.98,1963.92,Debit Card,3.0
TX10861,2026-01-23,CUST1370,50.0,MALE,Clothing,6.0,287.47,1724.82,CASH,3.0
TX10382,"June 02, 2025",CUST1525,28.0,Female,KITCHEN,4.0,24.67,98.68,paypal,3.0
TX10894,"December 11, 2025",CUST1607,54.0,Male,CLOTHES,10.0,394.2,3942.0,PayPal,4.0
TX10709,"September 30, 2025",CUST1111,27.0,male,,0.0,383.92,0.0,CASH,
TX10935,26/02/2026,CUST1462,48.0,Female,ELEC,10.0,81.84,818.4,Debit Card,3.0
TX10241,N/A,CUST1515,125.0,Female,Clothing,3.0,55.81,167.43,Cash,5.0
TX10780,27/06/2025,CUST1226,49.0,Unknown,Reading Material,3.0,290.73,,E-Wallet,1.0
TX10073,22/05/2025,CUST1968,34.0,Male,ELEC,9.0,318.87,2869.83,credit card,0.0
TX10126,2026-03-25,CUST1629,20.0,Unknown,home,1.0,116.15,116.15,paypal,4.0
TX10177,"January 17, 2025",CUST1044,51.0,MALE,Reading Material,9.0,406.28,3656.52,Debit Card,4.0
TX10837,2025-11-11,,41.0,Male,Books,2.0,417.0,834.0,Cash,3.0
TX10701,04/05/2025,CUST1802,,Unknown,Home & Kitchen,6.0,385.58,,Credit Card,2.0
TX10277,2025-02-04,CUST1930,20.0,Male,Home & Kitchen,0.0,163.71,0.0,Debit Card,4.0
TX11088,2025-11-01,CUST1887,-10.0,F,Electronics & Accessories,4.0,462.67,1850.68,E-Wallet,1.0
TX10775,2025-08-17,CUST1674,51.0,MALE,home,7.0,423.22,2962.54,Credit Card,2.0
TX11100,2025-05-06,CUST1533,35.0,Unknown,CLOTHES,269.0,,,paypal,3.0
TX11113,"July 25, 2025",,34.0,FEMALE,Reading Material,0.0,297.93,0.0,CASH,1.0
TX10170,30/04/2025,CUST1469,54.0,MALE,BOOKS,6.0,426.38,2558.28,Credit Card,1.0
TX10314,2026-01-22,,59.0,Male,Home & Kitchen,8.0,450.51,3604.08,CASH,5.0
TX10726,03-13-2025,CUST1987,55.0,M,Electronics & Accessories,7.0,417.94,2925.58,E-Wallet,2.0
TX10729,04-30-2025,CUST1031,22.0,Unknown,books,,378.64,,,1.0
TX10427,10-23-2025,CUST1062,42.0,male,KITCHEN,8.0,337.18,,paypal,
TX10600,05-02-2025,CUST1490,-12.0,Female,ELEC,4.0,304.19,1216.76,Cash,4.0
TX11006,25/03/2026,CUST1867,40.0,male,electronics,7.0,200.75,1405.25,paypal,4.0
TX10092,05/12/2025,,40.0,male,Home & Kitchen,2.0,20510.44,25145.74,,2.0
TX11072,07-31-2025,CUST1436,48.0,M,home,3.0,44846.48,134539.44,CASH,2.0
TX10796,2025-05-21,,18.0,FEMALE,KITCHEN,10.0,49.79,497.9,credit card,4.0
TX10719,13/10/2025,,26.0,Male,Electronics & Accessories,2.0,309.83,619.66,E-Wallet,
TX10089,"November 17, 2025",CUST1502,32.0,female,Home,4.0,413.43,1653.72,paypal,1.0
TX10280,,CUST1729,59.0,Male,clothing,8.0,473.22,3785.76,PayPal,
TX10508,01-25-2025,CUST1931,27.0,Female,ELEC,6.0,37.43,220.98,paypal,5.0
TX10010,"November 26, 2025",CUST1454,41.0,FEMALE,KITCHEN,6.0,49.25,295.5,Debit Card,5.0
TX10912,02-07-2026,CUST1075,70.0,male,Home,4.0,45.85,183.4,E-Wallet,2.0
TX10046,,CUST1920,32.0,Female,Home,409.0,36.62,14977.58,PayPal,
TX10013,29/07/2025,CUST1082,39.0,F,Home,5.0,96.82,,paypal,2.0
TX11064,"June 03, 2025",CUST1329,48.0,F,Home,8.0,105.99,847.92,CASH,2.0
